,user_id,item_id,cat_id,cat1,buy_mount,day
2697,782071713,15207897360,50010558,50008168,1,2018/8/27
2698,177728015,18728472930,50010545,50008168,1,2018/8/27
2699,52489006,14363419217,50012361,122650008,1,2019/2/26
2700,155780869,18117192728,50018615,38,1,2019/2/26
2701,254947031,16203205540,50008845,28,1,2019/2/26
2702,1056460664,15225107399,50010236,50014815,1,2019/5/5
2703,1077350859,18235733756,50013711,50008168,1,2019/5/5
2704,1120545983,17564568104,251725,28,5,2019/5/4
2705,716014573,9038107409,50012550,50022520,1,2019/5/4
2706,651400903,20180855789,50013711,50008168,1,2019/5/4
2707,234491856,37531674314,50013636,50008168,1,2020/7/12
2708,12886483,37781902880,50012437,50014815,2,2020/7/12
2709,73332297,23151680607,50024842,50008168,1,2019/8/18
2710,503418053,17204902627,50023670,28,1,2019/8/18
2711,1013321911,39664074249,121404037,28,1,2020/7/1
2712,412281963,15313721211,50012474,28,1,2020/7/1
2713,1904425859,38568491858,50010558,50008168,1,2020/6/13
2714,1056072640,38195609311,50010545,50008168,1,2020/6/13
2715,126312996,38957169683,50012364,122650008,1,2020/6/24
2716,881200850,38752307272,50013176,28,1,2020/6/24
2717,779697171,42481237649,50008847,28,1,2020/12/20
2718,2320326159,42168763846,211130,50014815,1,2020/11/7
2719,1076529560,41573898123,50013636,50008168,1,2020/11/7
2720,2302357176,36376117911,50006094,28,1,2020/10/31
2721,332030699,19461600925,211122,38,1,2019/2/28
2722,544925088,18287869120,50011993,28,3,2019/10/16
2723,191156136,22333639799,50012373,50022520,1,2019/10/16
2724,384832728,19405660948,50023591,50022520,2,2019/10/16
2725,51011643,17270258726,50016488,50014815,1,2019/5/6
2726,505998176,10243362699,50012451,50008168,1,2019/5/6
2727,854620195,23731276424,50013207,50008168,1,2019/5/6
2728,385248614,35613392713,50010536,50008168,1,2019/11/28
2729,852917699,19619594464,50011993,28,1,2019/11/28
2730,10497357,17255351118,50019308,28,2,2020/4/18
2731,278455384,16485482288,50024150,28,1,2020/4/18
2732,806886770,18772958974,121540027,28,1,2020/4/18
2733,1790179797,17568898793,50003700,28,1,2019/12/8
2734,1825135030,35456521681,50012360,122650008,1,2019/12/8
2735,1838403459,15841270395,50010566,50008168,1,2019/12/5
2736,751426842,16295093249,50023670,28,1,2019/12/5
2737,23771197,24924644080,50010555,50008168,1,2019/6/22
2738,311540375,22151180905,50013187,28,8,2019/6/22
2739,53811105,15888550688,50009540,50014815,1,2020/6/1
2740,1092159028,37982041595,251725,28,1,2020/6/1
2741,726737684,40815466953,50010542,50008168,1,2020/10/8
2742,870548109,40375237927,50023591,50022520,1,2020/10/8
2743,2174753050,23500452047,50010558,50008168,1,2020/7/22
2744,686098491,38095681875,50012730,50014815,2,2020/7/22
2745,1889565917,16691327256,50007011,50008168,1,2020/12/2
2746,2039394513,41708202617,50012365,122650008,1,2021/1/23
2747,274017177,18278376511,251725,28,1,2021/1/23
2748,1834568796,41165167069,121470030,50014815,3,2021/1/4
2749,1098123828,38396865089,121424027,50008168,1,2020/12/9
2750,25926570,41840811300,50009547,50014815,1,2020/12/9
2751,30556989,40829014300,121404022,50008168,1,2020/11/24
2752,200169522,19390938701,50013636,50008168,1,2020/9/24
2753,763606519,1779572997,50009547,50014815,1,2019/9/24
2754,52767270,12423721233,50018829,38,2,2019/9/24
2755,413951292,14253355854,50005982,50014815,1,2019/9/24
2756,838748742,19011314531,50016706,50022520,1,2020/5/26
2757,80075233,38919420789,50008856,28,1,2020/5/26
2758,719913512,19606916377,50012436,50014815,1,2020/5/26
2759,1927967606,39160293175,50012788,28,1,2020/5/26
2760,22962018,15214010532,50012837,50014815,1,2018/12/5
2761,26699571,16074509665,50013636,50008168,2,2018/12/5
2762,739452118,16204576966,50012837,50014815,2,2020/7/14
2763,1973079917,38871275553,121452056,50008168,1,2020/7/14
2764,607546642,38166996153,121424027,50008168,1,2020/7/14
2765,1106247957,17840497146,50013636,50008168,1,2019/8/10
2766,27333914,14370014566,50010565,50008168,1,2019/8/10
2767,1070209726,36718956797,50005982,50014815,2,2020/2/5
2768,125518826,1833058784,50001732,50014815,1,2020/2/5
2769,2108522383,39301701638,121470030,50014815,1,2020/6/1
2770,792487239,38979357408,50003700,28,1,2020/6/1
2771,479062592,19285885946,50010549,50008168,1,2020/11/11
2772,1075490297,16890586417,50012365,122650008,1,2020/11/11
2773,1992597928,40567915554,50012360,122650008,1,2020/10/3
2774,866583735,18203094894,50012364,122650008,1,2020/6/18
2775,122701143,15432942698,50013636,50008168,1,2018/10/10
2776,90057327,19807644918,50012451,50008168,1,2018/10/10
2777,928397574,13789623262,50012365,122650008,1,2018/10/10
2778,124613323,15186722756,50006095,28,1,2018/7/2
2779,112337545,14954554590,50023591,50022520,1,2018/7/2
2780,289509744,1513313157,50011819,50022520,1,2020/1/20
2781,611185818,8005156240,50023637,28,1,2020/1/20
2782,80301410,19685673154,50012776,50014815,1,2020/1/20
2783,731950438,35377125007,50012373,50022520,1,2019/12/6
2784,1078228772,20370684843,50011993,28,1,2019/12/6
2785,12103994,37605277252,50023591,50022520,1,2020/4/26
2786,250900287,22915764719,50018202,38,6,2020/4/26
2787,72231900,18192190705,251725,28,1,2020/4/26
2788,297934552,38015271016,50013636,50008168,1,2020/4/28
2789,123436293,18913354475,50014274,50014815,1,2020/4/28
2790,1877831634,2019914536,50006957,28,1,2020/3/9
2791,81356095,36451352389,50006602,50008168,4,2020/3/9
2792,154518838,39452521694,50023645,28,2,2020/6/26
2793,15968913,36707908648,50012431,50014815,1,2020/6/26
2794,12759450,25662272848,50006843,38,1,2020/6/8
2795,778445404,38714577593,50012364,122650008,1,2020/7/14
2796,690643912,9348560329,50012244,50014815,2,2020/12/13
2797,1107083867,38693938252,50024149,28,1,2020/11/7
2798,137655242,41677127570,50012366,122650008,1,2020/11/7
2799,710841631,26017604691,50023660,28,1,2019/8/11
2800,688983320,17670699713,50010542,50008168,1,2019/9/3
2801,87046072,13353971196,50228021,50014815,1,2019/9/3
2802,1058845632,25404312233,50158020,50008168,1,2019/9/3
2803,223656843,26778132202,50013636,50008168,1,2019/9/3
2804,45917703,13113849779,50003700,28,1,2019/4/11
2805,101179014,15434914587,50023686,28,1,2019/4/11
2806,1106852614,14113802687,50023591,50022520,1,2019/1/19
2807,122946260,16313293549,50013636,50008168,1,2019/1/19
2808,1912765058,36590086751,50006602,50008168,1,2019/12/15
2809,57890223,13569386422,50018825,38,1,2019/12/15
2810,680149867,35211096081,50012359,122650008,1,2019/12/15
2811,514413802,17597843882,211122,38,2,2020/4/21
2812,662167870,38095009598,50010558,50008168,1,2020/4/21
2813,673594208,38530694043,50010558,50008168,1,2020/4/21
2814,748187513,26214360472,50018825,38,2,2020/3/15
2815,1848475035,17228311539,50018831,50014815,1,2020/3/15
2816,855301861,36817848044,121450049,50022520,1,2020/6/17
2817,176489972,18014227807,50010236,50014815,1,2020/6/17
2818,21226474,39330152811,50013636,50008168,1,2020/6/17
2819,82261325,35383931774,121394024,50008168,1,2021/1/5
2820,675928095,13007450364,50024842,50008168,1,2019/5/27
2821,14069200,13466919250,50016243,28,1,2019/5/27
2822,1053116310,19415533558,50010566,50008168,1,2019/10/6
2823,73896938,20201921439,50018831,50014815,3,2019/10/6
2824,79259242,21461047975,50013207,50008168,1,2019/10/6
2825,140229177,40364218680,50013636,50008168,1,2020/9/18
2826,130806557,40389714752,50010566,50008168,1,2020/9/18
2827,693401577,19388712578,50013636,50008168,2,2018/11/12
2828,151583013,17754651175,50013636,50008168,1,2018/11/12
2829,22126987,10413251895,50024150,28,100,2018/11/12
2830,727947849,18608311192,50011993,28,1,2019/5/20
2831,22747936,15000434967,50006030,50022520,2,2019/5/20
2832,162104142,27068528203,121452026,28,1,2020/9/1
2833,646147960,36666274268,50006957,28,1,2020/9/1
2834,276238494,40655517000,50012359,122650008,1,2020/9/1
2835,11019272,38099306973,50006033,50022520,1,2020/6/29
2836,378622767,19172728006,50016457,28,1,2020/6/29
2837,172892735,10525672828,121540027,28,1,2021/1/21
2838,1753544489,20858988626,50012564,50014815,6,2021/1/21
2839,2044108977,39978021514,50015727,50014815,1,2020/9/10
2840,22400920,40553326334,50013207,50008168,1,2020/9/10
2841,35948206,39488047781,121448033,38,1,2020/8/2
2842,885877242,41452367470,50010544,50008168,1,2020/10/25
2843,104982443,17862659027,50010536,50008168,1,2019/11/9
2844,753678692,14545309957,121402021,50008168,1,2020/7/5
2845,1129035619,17907030174,50012442,50008168,1,2020/7/5
2846,35319540,38209422877,50012364,122650008,4,2020/4/4
2847,1641515245,23070780449,50024842,50008168,1,2020/4/4
2848,788449017,37513431177,50010558,50008168,1,2020/3/9
2849,205845849,18450333275,50009540,50014815,1,2020/3/9
2850,778556751,9123538275,50013207,50008168,1,2020/3/9
2851,838406696,17816513210,50000820,28,4,2020/1/26
2852,101273344,41113125999,50007011,50008168,1,2020/9/22
2853,2028182052,41123436759,50023591,50022520,1,2020/9/22
2854,856261143,5828722425,50012463,50014815,1,2020/11/21
2855,836351602,17721903152,50016704,50022520,1,2020/7/27
2856,323425835,38864452159,121364022,50008168,1,2020/7/27
2857,751319604,17881825212,50156020,50008168,2,2019/5/17
2858,349400858,17295791284,50012486,50014815,2,2019/5/17
2859,1105383237,17887341057,50013207,50008168,1,2019/5/17
2860,57256452,13113921799,50008845,28,1,2019/5/17
2861,369352793,15413752447,50013636,50008168,1,2018/7/20
2862,101394454,14839938741,50013207,50008168,1,2018/7/20
2863,895628219,15885365260,50012361,122650008,2,2019/3/19
2864,12990839,17598334935,50013636,50008168,1,2019/3/19
2865,319522110,19173399038,50013636,50008168,1,2019/3/19
2866,420669320,24628756422,50008875,28,1,2019/7/30
2867,1042515244,25852828219,50013881,28,1,2019/7/30
2868,223669616,16347586174,50012431,50014815,1,2019/5/1
2869,291183830,3462412813,50023636,28,1,2021/1/4
2870,2381969509,40663739504,50013636,50008168,1,2021/1/4
2871,49983255,42802840988,50010536,50008168,1,2020/12/9
2872,819677557,26407172297,50012451,50008168,1,2019/11/5
2873,761644273,19260542544,50012424,28,1,2019/11/5
2874,1894938964,42283452988,50016006,28,133,2020/11/11
2875,768550953,39071603881,50023531,28,1,2020/11/11
2876,89565478,22096080064,121454026,50008168,1,2020/11/11
2877,61569696,21213795730,50006030,50022520,1,2019/10/15
2878,67243712,20096690737,50009542,50014815,1,2019/10/15
2879,137121810,19250846483,50010549,50008168,1,2019/10/15
2880,411205117,17207792951,203319,28,1,2020/5/26
2881,1679639403,38596973009,50010558,50008168,1,2020/5/26
2882,1046588789,38215618855,50012378,50022520,1,2020/5/26
2883,1609819001,38909069601,50013636,50008168,1,2020/5/26
2884,1066335585,2937889983,50012456,50014815,1,2019/11/27
2885,173242256,36267793715,50013636,50008168,1,2019/11/27
2886,102854778,37264037701,50011993,28,1,2020/8/19
2887,350366044,40335266974,50010565,50008168,1,2020/8/19
2888,1065613426,40088869416,122678023,28,1,2020/8/19
2889,1868363342,18390770770,50023670,28,1,2020/3/31
2890,1964079241,38198324591,50011993,28,1,2020/3/31
2891,710789447,17887341057,50013207,50008168,1,2019/5/18
2892,83875666,15233115590,50018412,50014815,1,2018/7/9
2893,11606809,15758059103,50014273,50014815,1,2018/7/9
2894,71386943,12615747547,50013207,50008168,1,2018/7/9
2895,197265264,40020733097,50012363,122650008,1,2020/8/27
2896,1694298521,36870676775,50017100,50014815,2,2020/8/27
2897,56724655,39662906321,121452056,50008168,1,2020/8/21
2898,678938609,40284284737,121398035,50022520,1,2020/8/21
2899,108831236,12742388978,50018829,38,1,2020/8/21
2900,896042127,23874988073,251725,28,1,2019/11/16
2901,1630379975,35548389067,50023612,50022520,1,2019/11/16
2902,789460376,14258750041,50005979,50022520,1,2020/3/10
2903,1999291387,36992636737,50010558,50008168,1,2020/3/10
2904,741283804,37199199990,50012424,28,1,2020/3/10
2905,1709896381,42719312152,50010536,50008168,1,2020/12/22
2906,377633625,12639529025,50011993,28,3,2020/12/22
2907,1676502227,42540833834,50010545,50008168,1,2021/1/29
2908,1760453346,43111882531,50010566,50008168,1,2021/1/29
2909,1765369344,16345034527,50003700,28,1,2020/7/16
2910,268564168,22734668995,50024147,28,1,2020/7/16
2911,2092541491,37781514993,250822,28,1,2020/12/18
2912,1836893775,42105865943,50011993,28,1,2020/12/28
2913,2276968131,20350344598,50011993,28,1,2020/12/28
2914,305489040,41627297374,50013636,50008168,1,2020/10/13
2915,2246083996,41658520411,121462075,50008168,1,2020/12/14
2916,36133852,1149120175,50009540,50014815,1,2018/9/8
2917,43534326,15348936452,211122,38,10,2018/9/8
2918,621689750,20195432666,250822,28,1,2018/11/10
2919,185318961,15819210299,203319,28,1,2018/11/10
2920,172392223,13609698174,50012360,122650008,1,2018/11/10
2921,1638017534,40265151975,50010558,50008168,1,2020/9/15
2922,398150520,12695087416,121364031,50014815,1,2020/9/15
2923,1675667328,40877600545,50006966,28,1,2020/9/15
2924,467445237,21812775438,50006602,50008168,1,2019/8/20
2925,59977510,23573916490,50012442,50008168,1,2019/8/20
2926,871130406,27438032766,50007011,50008168,1,2019/10/1
2927,916390620,4352735215,50010558,50008168,1,2019/10/1
2928,401262114,19643278264,50012360,122650008,1,2019/10/1
2929,139568011,18360781895,50006602,50008168,1,2019/12/3
2930,673170401,35489701957,50018436,50014815,1,2019/12/3
2931,1984249495,38726302262,50012364,122650008,1,2020/5/1
2932,379064105,9627937601,50013187,28,1,2020/5/1
2933,253333186,42282218214,50007011,50008168,1,2021/1/15
2934,1091470463,41996636318,50010549,50008168,1,2021/1/15
2935,159849858,41004556867,50023591,50022520,1,2020/10/10
2936,156696563,8844610519,211122,38,24,2020/10/10
2937,385244728,15922478245,50010549,50008168,1,2018/11/11
2938,152023135,17525031719,50009542,50014815,1,2018/11/11
2939,898992128,17759175101,50010549,50008168,1,2018/11/11
2940,910770219,16648700201,50018831,50014815,1,2018/12/29
2941,829159862,12715037736,50024627,28,1,2018/12/29
2942,777031969,19486145550,50013207,50008168,1,2019/8/21
2943,410140329,22032095731,50024150,28,1,2019/8/21
2944,366713091,24954580073,50013711,50008168,1,2020/1/11
2945,698347333,35904994088,50010558,50008168,1,2020/1/11
2946,489635093,14574686283,50008847,28,1,2020/9/28
2947,31050149,35105139085,50012438,50014815,1,2020/9/28
2948,1717147228,41081830648,251725,28,1,2020/9/28
2949,14141030,26954576330,50010558,50008168,1,2019/12/3
2950,656600796,17282357505,50012485,50014815,2,2019/12/3
2951,1086032481,42373452526,50013636,50008168,1,2021/1/29
2952,135885176,39163495379,50009540,50014815,1,2021/1/29
2953,511396852,19477101925,50012455,50014815,1,2021/1/25
2954,286579891,43218198664,121452056,50008168,1,2021/1/25
2955,1051378147,35088853549,50018436,50014815,1,2020/10/16
2956,711725540,36417806015,50013636,50008168,1,2020/10/16
2957,360647838,38913401898,50010555,50008168,1,2020/6/15
2958,2087622748,38705276012,50013881,28,1,2020/6/15
2959,604828849,42074242653,50012365,122650008,1,2020/12/7
2960,890799175,37772926339,121364022,50008168,1,2020/11/24
2961,812297903,13310098075,50026456,50022520,1,2018/10/7
2962,208588762,19546112404,50003638,122650008,2,2018/10/7
2963,306544399,14952161226,50006032,50022520,10,2018/10/7
2964,65535892,27542172058,50018433,50014815,1,2020/7/12
2965,10428977,19516371956,50012807,50014815,2,2021/1/1
2966,89519747,38358077269,50015146,28,1,2021/1/1
2967,1942161366,38103279765,50013636,50008168,1,2020/5/4
2968,383556507,35801935688,50010549,50008168,1,2019/12/20
2969,670782356,35282183060,50010544,50008168,2,2019/12/20
2970,243205895,13462585454,50026461,50022520,1,2020/3/8
2971,1824801473,36110717933,50013187,28,1,2020/3/8
2972,91883390,9532768340,50006030,50022520,1,2020/3/8
2973,1817853158,38940065765,50010558,50008168,1,2020/6/1
2974,813856707,17509268653,50012364,122650008,1,2020/6/1
2975,682844607,40104561583,50012442,50008168,1,2020/8/29
2976,1062316454,35180730087,50228021,50014815,1,2020/8/29
2977,2271612429,41862647746,121472022,50008168,1,2020/10/24
2978,347068613,39875144532,121406040,50022520,1,2020/10/2
2979,924591901,15927813833,50010558,50008168,1,2020/10/2
2980,2161211961,38981913216,121462075,50008168,1,2020/7/5
2981,157307973,19774919276,50013636,50008168,1,2019/4/13
2982,1630792703,23006452517,50012777,50014815,2,2019/4/13
2983,929226178,16543163322,50023591,50022520,1,2019/4/13
2984,61889086,16548754170,50010555,50008168,1,2019/1/22
2985,62270185,18616839444,50007014,50008168,1,2019/1/22
2986,664447464,21025820415,50013636,50008168,1,2019/1/20
2987,13971400,18959836268,50018825,38,1,2019/1/20
2988,320800341,20589616199,50011993,28,2,2019/1/20
2989,919297572,40595838732,50010558,50008168,1,2020/8/22
2990,842089540,19285284215,121394024,50008168,1,2020/8/22
2991,65171739,23193000992,50011993,28,1,2020/4/27
2992,758264735,12300367537,50013636,50008168,1,2020/4/27
2993,77316630,12880869053,50018825,38,1,2019/11/16
2994,833489039,15890679464,50014129,28,1,2019/11/16
2995,2020661069,4534860816,50023722,28,1,2020/7/27
2996,459135914,38584249728,122474019,50022520,1,2020/7/27
2997,860339659,15491245425,50013187,28,2,2020/8/5
2998,307215255,3877055110,211122,38,2,2020/8/5
2999,59379247,37943956092,50006042,50014815,1,2020/9/22
3000,66376295,14700838740,50012371,122650008,2,2020/9/22
3001,890387891,40530114426,50010558,50008168,1,2020/10/22
3002,36729983,38670304256,50010536,50008168,1,2020/10/22
3003,279159917,16186537838,50009547,50014815,1,2020/10/27
3004,1696110198,41195455688,50013636,50008168,1,2020/11/2
3005,39546,37297576643,50012359,122650008,1,2020/11/2
3006,64209755,15792173693,50013636,50008168,1,2018/9/12
3007,659961110,12960744417,50012451,50008168,1,2018/9/12
3008,60311563,15898349328,50012438,50014815,1,2018/9/12
3009,84445067,15842175173,50010555,50008168,1,2018/12/26
3010,84267475,20263004080,50012451,50008168,1,2018/12/26
3011,777115454,20010360607,50006096,28,1,2018/12/26
3012,54944766,8952160107,50011882,50022520,1,2019/6/6
3013,653199731,17498041418,50012451,50008168,1,2019/6/6
3014,877873688,20119951378,50156020,50008168,1,2019/6/6
3015,58168762,14228198212,50012395,50022520,1,2018/12/7
3016,1620111550,19060191307,50003700,28,1,2020/3/19
3017,63648144,37522652639,50010566,50008168,1,2020/3/19
3018,784080928,37439971284,50024842,50008168,1,2020/3/19
3019,2211170015,38321128145,50012777,50014815,1,2020/9/2
3020,777039077,36256304470,50012474,28,1,2020/9/2
3021,905946128,37875693195,121540027,28,1,2020/9/2
3022,23041701,19089014118,50156020,50008168,1,2019/7/25
3023,718443222,20881487338,50012442,50008168,1,2019/7/25
3024,735454838,17348750204,50016006,28,1,2019/6/30
3025,167161517,325511953,203527,28,1,2019/6/30
3026,67434646,39686017715,50010558,50008168,1,2020/9/16
3027,78447372,38141285077,50012378,50022520,1,2020/9/16
3028,139850614,38430488263,122474019,50022520,1,2020/9/4
3029,140684314,37702180055,50018831,50014815,1,2020/9/4
3030,2299526374,41867514554,50010558,50008168,1,2021/1/1
3031,863422359,41457095085,50023591,50022520,1,2020/12/8
3032,370344768,40335698760,50019308,28,2,2020/12/8
3033,264554087,19691178591,50023591,50022520,1,2019/9/26
3034,10184142,19541382949,50010558,50008168,1,2019/9/26
3035,370872922,18546239746,50012451,50008168,1,2019/9/26
3036,71354810,17284396212,50012378,50022520,1,2020/5/21
3037,708886123,38587766031,121364022,50008168,1,2020/5/21
3038,1704132980,39014834520,50018436,50014815,1,2020/5/21
3039,687997853,16705541168,50013636,50008168,1,2019/9/27
3040,48895920,38579213940,50013207,50008168,1,2020/5/20
3041,918239010,38211923688,50012455,50014815,1,2020/5/20
3042,2103161647,26791144275,50026488,50022520,5,2020/5/20
3043,135981328,37519474330,50012442,50008168,1,2020/5/20
3044,1055850415,38745040601,50006602,50008168,1,2020/8/27
3045,1057002116,18087329078,250822,28,12,2020/8/27
3046,250027165,37241866050,50010555,50008168,1,2020/8/27
3047,352997506,10516388492,50018831,50014815,2,2020/7/6
3048,159324748,38140563927,121424027,50008168,1,2020/7/6
3049,323612721,10863338303,50003700,28,1,2020/2/6
3050,11766478,17801665476,50023670,28,1,2020/2/6
3051,223861203,36468978988,50011993,28,1,2020/1/23
3052,1895094141,19557102470,50012359,122650008,1,2020/1/23
3053,394718083,38106430219,50007016,50008168,1,2020/6/28
3054,713165328,18063495100,50014273,50014815,1,2020/6/28
3055,649107523,41724222065,50007011,50008168,1,2021/1/21
3056,1069753986,42786521653,50023591,50022520,1,2021/1/21
3057,2228257281,40684948554,50006602,50008168,1,2020/10/9
3058,2271656599,39980326013,50013636,50008168,1,2020/10/9
3059,136386570,39489151949,50013207,50008168,3,2020/12/15
3060,281257069,42606020262,121466040,28,2,2020/12/15
3061,51144349,20624052034,50010544,50008168,1,2020/11/25
3062,13503298,19381961259,50023886,50008168,1,2019/8/1
3063,151964411,38548251201,50012442,50008168,1,2020/5/22
3064,49512768,37839309391,121462075,50008168,5,2020/5/22
3065,886047584,35673538787,50010558,50008168,1,2020/5/22
3066,801742924,16901256546,50013207,50008168,1,2020/4/10
3067,2047155631,18704561867,50010558,50008168,1,2020/4/10
3068,279000783,15588559843,50014274,50014815,1,2020/4/10
3069,35636543,35572932854,50007012,50008168,1,2020/1/15
3070,387743162,26065316900,50010542,50008168,1,2020/1/15
3071,11305471,21575043500,50010566,50008168,1,2019/8/3
3072,576499079,21211343528,50000820,28,1,2019/8/3
3073,2000468428,37630098933,50011993,28,1,2020/3/6
3074,1597266117,37501451598,50013636,50008168,1,2020/3/6
3075,23774877,12571039988,50018831,50014815,2,2020/3/6
3076,774650048,35705136210,121450025,50014815,1,2021/1/14
3077,38709918,42278216365,50013636,50008168,1,2021/1/14
3078,453128025,14434202205,50016704,50022520,1,2020/6/6
3079,573841179,15403767301,50008875,28,1,2020/6/6
3080,725742437,40970912469,50010549,50008168,1,2020/9/27
3081,1782097803,40948492180,50013636,50008168,1,2020/9/27
3082,2312088338,41904077107,50011993,28,1,2020/11/18
3083,2225281627,39844898071,50017100,50014815,1,2020/11/9
3084,810119596,41454823104,50023636,28,1,2020/11/9
3085,639393209,24279144071,50010555,50008168,1,2019/12/30
3086,325061053,19151984412,50007140,28,1,2019/4/27
3087,668818181,22607243034,50010549,50008168,1,2019/12/22
3088,96896535,25253140821,50013207,50008168,1,2019/5/23
3089,811713589,12738677021,50018827,38,1,2019/5/23
3090,375070500,22663304558,50013207,50008168,1,2019/3/28
3091,1110079499,4831648606,50019069,28,1,2019/3/28
3092,69459633,37492654634,50011993,28,1,2020/6/28
3093,938015016,39303449290,50003700,28,1,2020/6/28
3094,1998680385,39002796910,50010549,50008168,1,2020/6/28
3095,59891340,41876629498,50010558,50008168,1,2021/1/18
3096,299544198,38667596832,50006235,50008168,1,2020/7/11
3097,356308987,37535379217,50018831,50014815,1,2020/7/11
3098,861034356,38816460551,50026461,50022520,1,2020/11/19
3099,405658477,19463411599,50018831,50014815,1,2020/11/19
3100,643729514,37291852561,50007011,50008168,1,2020/7/30
3101,394326193,36465038454,50010558,50008168,2,2020/10/2
3102,761459537,15783718364,50012451,50008168,3,2019/5/9
3103,648871994,17539513246,50013207,50008168,2,2019/5/9
3104,235826532,21887084727,50003700,28,1,2019/5/9
3105,157557071,14949706066,50008847,28,1,2019/4/24
3106,273275967,17666097020,50013636,50008168,1,2019/4/24
3107,76926377,24320860573,50012364,122650008,1,2019/4/24
3108,581390162,25987777002,50006032,50022520,1,2019/11/4
3109,53054627,22449056620,50018412,50014815,1,2019/11/4
3110,728942525,35349528791,50010549,50008168,1,2019/11/4
3111,1068649537,37495163113,50006602,50008168,1,2020/4/11
3112,472080657,40471251115,50006033,50022520,1,2020/12/12
3113,2242733167,42633815034,122616024,28,1,2020/12/12
3114,324565786,36951402495,50012424,28,1,2020/4/9
3115,15634049,19863405951,50006030,50022520,1,2020/4/9
3116,475098892,21829899362,50018412,50014815,2,2020/4/9
3117,1575017170,6673975466,50003700,28,1,2020/2/16
3118,83058966,26074072937,50023670,28,1,2020/2/16
3119,1133851531,22864784644,50006042,50014815,1,2020/2/16
3120,78430462,27327244364,50023709,28,1,2020/7/1
3121,1824689295,39844683971,50009540,50014815,1,2020/7/1
3122,168716080,41390911378,50013636,50008168,1,2021/1/24
3123,438727381,36764628275,50006602,50008168,1,2021/1/24
3124,368797673,19170781278,121424027,50008168,1,2020/10/10
3125,1959384986,38375367677,50010558,50008168,1,2020/6/15
3126,225894687,39346447049,50012364,122650008,1,2020/6/15
3127,628367479,38794320798,50013177,28,1,2020/11/6
3128,1771560561,39138631792,121466023,50008168,1,2020/7/11
3129,305229936,10584500168,50012363,122650008,1,2018/12/27
3130,715369591,15168935635,50136026,28,1,2018/12/27
3131,34303690,19780636384,50007011,50008168,1,2018/12/27
3132,811602904,16040497921,50013636,50008168,1,2018/11/22
3133,80964962,12972227191,50023790,28,1,2018/11/22
3134,560283694,20597576030,50010557,50008168,1,2018/11/22
3135,219521329,18242349324,50015146,28,12,2019/12/27
3136,836772322,13962894520,50011993,28,1,2019/12/27
3137,871672694,12506241560,50228021,50014815,1,2019/12/27
3138,733200939,6741188352,203322,28,1,2020/5/30
3139,77978976,35719970303,50013207,50008168,1,2020/11/24
3140,1062110087,18939416815,50010542,50008168,1,2019/2/20
3141,650966215,17341697471,50013636,50008168,1,2019/4/14
3142,888179532,16940721760,50003700,28,1,2019/4/14
3143,576345859,17120945974,50012375,50022520,1,2019/4/14
3144,1123726699,16322100577,50013207,50008168,1,2019/4/14
3145,138246066,22806920173,50016030,50008168,2,2019/7/9
3146,374662466,10880143237,50011993,28,1,2019/7/9
3147,853658007,15927685089,50016030,50008168,9,2019/7/9
3148,13227781,18759865580,50013207,50008168,1,2019/7/9
3149,753516871,20010363433,50013711,50008168,1,2019/7/9
3150,403874960,38322318981,50012837,50014815,2,2020/4/25
3151,679594341,37629387839,50013711,50008168,1,2020/4/25
3152,17546514,15742779169,50010566,50008168,1,2018/7/9
3153,493153760,5510877516,50008856,28,1,2018/7/9
3154,815355535,5821450608,50006041,50014815,1,2018/7/9
3155,811134420,22543488455,50010558,50008168,1,2019/3/5
3156,646840006,18634719311,50010558,50008168,1,2019/3/5
3157,912633736,15434362692,50010536,50008168,1,2018/9/3
3158,42181149,15933419455,50013207,50008168,1,2018/9/3
3159,133980029,43338785771,50008875,28,1,2021/1/11
3160,370051331,41876038872,50010558,50008168,1,2021/1/11
3161,2178943826,42808799621,50007011,50008168,1,2021/1/11
3162,38726710,15916055925,50012424,28,1,2021/1/1
3163,1780060653,42399419105,50018831,50014815,1,2021/1/1
3164,1732692548,40373468876,50024150,28,1,2020/12/14
3165,689555318,19653936159,121450025,50014815,1,2020/7/22
3166,771880740,39979746073,121434042,50014815,1,2020/7/22
3167,818864954,38028790160,50006602,50008168,4,2020/7/22
3168,788897191,7968792190,50016115,38,1,2020/2/15
3169,723704641,15347769541,50016704,50022520,2,2020/2/15
3170,18309678,14856019294,50006843,38,1,2020/6/17
3171,62779789,38263574868,50010545,50008168,1,2020/6/17
3172,656804132,37442330521,50012375,50022520,1,2020/6/17
3173,2067186418,41275794195,50010549,50008168,1,2021/1/18
3174,675579268,41428238718,50011993,28,1,2021/1/18
3175,26301111,40950709344,50010558,50008168,1,2020/10/14
3176,900655351,39623654945,121452056,50008168,1,2020/10/14
3177,1754586911,41409059505,50006602,50008168,1,2020/11/5
3178,1081311286,41329247014,50013636,50008168,1,2020/11/3
3179,808677513,40861897826,50023591,50022520,1,2020/11/3
3180,274710352,40301393778,122642023,28,1,2020/11/11
3181,590216386,41005545088,50012359,122650008,1,2020/11/11
3182,56864650,36335085852,50010544,50008168,1,2020/11/11
3183,66680477,24237204985,50014129,28,1,2019/5/27
3184,364031000,17755006691,50013207,50008168,1,2019/5/27
